Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
14/09/2004,02.00.00,7.65,856.0,32.0,665.0,115.775,1061.0,52.525,1375.0,788.0,235.0,526.0,15035.0
14/09/2004,03.00.00,8.3,863.0,39.0,703.0,121.55,1032.0,54.05,1403.0,791.0,208.0,621.0,15044.0
14/09/2004,04.00.00,8.95,911.0,46.0,745.0,127.325,922.0,55.575,1428.0,924.0,199.0,655.0,15078.0
14/09/2004,05.00.00,9.6,936.0,50.0,765.0,133.1,916.0,57.1,1462.0,941.0,206.0,629.0,15088.0
14/09/2004,06.00.00,10.25,1087.0,96.0,964.0,138.875,774.0,58.625,1633.0,1103.0,213.0,594.0,14918.0
14/09/2004,07.00.00,10.9,1540.0,278.0,1498.0,144.65,519.0,60.15,2301.0,1657.0,220.0,583.0,15199.0
14/09/2004,08.00.00,11.55,1513.0,321.0,1601.0,150.425,469.0,61.675,2382.0,1743.0,232.0,554.0,15559.0
14/09/2004,09.00.00,12.2,1409.0,209.0,1322.0,156.2,562.0,63.2,2004.0,1601.0,265.0,502.0,17130.0
14/09/2004,10.00.00,12.850000000000001,1219.0,118.0,1042.0,161.975,699.0,64.725,1750.0,1253.0,290.0,455.0,17976.0
14/09/2004,11.00.00,13.5,1286.0,158.0,1172.0,167.75,644.0,66.25,1870.0,1295.0,301.0,420.0,17602.0
14/09/2004,12.00.00,14.15,1228.0,158.0,1174.0,173.525,668.0,67.775,1788.0,1192.0,323.0,359.0,17067.0
14/09/2004,13.00.00,14.8,1140.0,140.0,1117.0,179.3,711.0,69.3,1690.0,1046.0,332.0,338.0,16900.0
14/09/2004,14.00.00,15.450000000000001,1052.0,82.0,906.0,185.075,832.0,70.825,1516.0,803.0,340.0,336.0,17591.0
14/09/2004,15.00.00,16.1,1282.0,137.0,1107.0,190.85000000000002,682.0,72.35,1791.0,1116.0,299.0,456.0,18942.0
14/09/2004,16.00.00,16.75,1378.0,195.0,1282.0,196.625,576.0,73.875,2010.0,1347.0,277.0,537.0,19670.0
14/09/2004,17.00.00,17.4,1506.0,267.0,1471.0,202.4,518.0,75.4,2200.0,1530.0,280.0,527.0,19604.0
14/09/2004,18.00.00,18.05,1310.0,187.0,1259.0,208.175,620.0,76.925,1926.0,1240.0,286.0,482.0,18616.0
14/09/2004,19.00.00,18.700000000000003,1204.0,139.0,1114.0,213.95,686.0,78.45,1807.0,1092.0,248.0,616.0,19067.0
14/09/2004,20.00.00,19.35,1071.0,67.0,842.0,219.72500000000002,873.0,79.975,1575.0,740.0,203.0,772.0,18204.0
14/09/2004,21.00.00,20.0,967.0,42.0,719.0,225.5,980.0,81.5,1490.0,670.0,197.0,825.0,18674.0
14/09/2004,22.00.00,20.65,947.0,36.0,689.0,231.275,1009.0,83.025,1454.0,640.0,206.0,788.0,18885.0
14/09/2004,23.00.00,21.3,1011.0,44.0,734.0,237.05,967.0,84.55,1497.0,918.0,192.0,872.0,19195.0
15/09/2004,00.00.00,21.950000000000003,971.0,42.0,722.0,242.82500000000002,949.0,86.07499999999999,1472.0,804.0,205.0,815.0,19360.0
15/09/2004,01.00.00,22.6,886.0,26.0,627.0,248.60000000000002,1082.0,87.6,1405.0,694.0,214.0,740.0,18683.0
15/09/2004,02.00.00,23.25,908.0,31.0,657.0,254.375,1013.0,89.125,1460.0,796.0,205.0,782.0,18678.0
15/09/2004,03.00.00,23.900000000000002,901.0,30.0,652.0,260.15,1013.0,90.65,1468.0,804.0,207.0,778.0,18764.0
15/09/2004,04.00.00,24.55,915.0,34.0,674.0,265.925,970.0,92.175,1481.0,829.0,205.0,780.0,18636.0
15/09/2004,05.00.00,25.2,940.0,40.0,712.0,271.70000000000005,961.0,93.69999999999999,1499.0,848.0,206.0,762.0,18272.0
15/09/2004,06.00.00,25.85,1048.0,78.0,891.0,277.475,791.0,95.225,1654.0,992.0,201.0,774.0,18020.0
15/09/2004,07.00.00,26.5,1298.0,161.0,1181.0,283.25,644.0,96.75,1962.0,1256.0,209.0,733.0,17870.0
15/09/2004,08.00.00,27.150000000000002,1487.0,276.0,1493.0,289.025,492.0,98.275,2345.0,1598.0,212.0,723.0,18007.0
15/09/2004,09.00.00,27.8,1327.0,178.0,1233.0,294.8,582.0,99.8,1968.0,1403.0,225.0,689.0,18511.0
15/09/2004,10.00.00,28.45,1363.0,185.0,1255.0,300.57500000000005,573.0,101.32499999999999,1989.0,1497.0,237.0,645.0,18682.0
15/09/2004,11.00.00,29.1,1393.0,216.0,1340.0,306.35,529.0,102.85,2080.0,1500.0,232.0,684.0,19243.0
15/09/2004,12.00.00,29.75,1361.0,210.0,1324.0,312.125,540.0,104.375,2044.0,1549.0,235.0,692.0,19776.0
15/09/2004,13.00.00,30.400000000000002,1289.0,172.0,1217.0,317.9,599.0,105.9,1975.0,1374.0,241.0,655.0,19371.0
15/09/2004,14.00.00,31.05,1265.0,161.0,1184.0,323.675,619.0,107.425,1930.0,1270.0,242.0,656.0,19501.0
15/09/2004,15.00.00,31.7,1339.0,186.0,1257.0,329.45000000000005,579.0,108.94999999999999,2031.0,1360.0,246.0,639.0,19459.0
15/09/2004,16.00.00,32.35,1269.0,172.0,1215.0,335.225,608.0,110.475,1939.0,1296.0,263.0,565.0,19018.0
15/09/2004,17.00.00,33.0,1299.0,173.0,1220.0,341.0,624.0,112.0,1929.0,1319.0,269.0,531.0,18557.0
15/09/2004,18.00.00,61.0,1546.0,286.0,1519.0,622.0,493.0,170.0,2265.0,1649.0,265.0,508.0,17334.0
15/09/2004,19.00.00,67.0,1571.0,318.0,1593.0,615.0,469.0,173.0,2409.0,1686.0,251.0,558.0,17511.0
15/09/2004,20.00.00,44.0,1312.0,201.0,1299.0,443.0,580.0,135.0,2016.0,1380.0,239.0,589.0,17276.0
15/09/2004,21.00.00,19.0,1074.0,92.0,946.0,219.0,767.0,93.0,1635.0,1079.0,231.0,628.0,17562.0
15/09/2004,22.00.00,18.0,1127.0,103.0,989.0,203.0,752.0,74.0,1724.0,1096.0,221.0,673.0,17671.0
15/09/2004,23.00.00,15.0,1040.0,86.0,923.0,165.0,769.0,69.0,1640.0,1049.0,221.0,665.0,17441.0
16/09/2004,00.00.00,16.0,1060.0,86.0,925.0,339.0,772.0,109.0,1649.0,1161.0,211.0,701.0,17366.0
16/09/2004,01.00.00,8.0,911.0,48.0,753.0,103.0,934.0,55.0,1496.0,865.0,219.0,671.0,17394.0
16/09/2004,02.00.00,5.0,853.0,26.0,623.0,74.0,1107.0,49.0,1421.0,768.0,217.0,674.0,17262.0
16/09/2004,03.00.00,7.0,915.0,43.0,725.0,73.0,962.0,45.5,1485.0,845.0,202.0,738.0,17229.0
16/09/2004,04.00.00,6.0,897.0,45.0,738.0,72.0,936.0,42.0,1471.0,843.0,191.0,760.0,16668.0
16/09/2004,05.00.00,9.0,976.0,66.0,840.0,180.0,844.0,50.0,1562.0,964.0,194.0,754.0,16802.0
16/09/2004,06.00.00,14.0,1066.0,101.0,982.0,239.0,740.0,53.0,1699.0,1065.0,197.0,744.0,16829.0
16/09/2004,07.00.00,42.0,1435.0,234.0,1387.0,664.0,544.0,86.0,2140.0,1467.0,199.0,743.0,17083.0
16/09/2004,08.00.00,41.0,1420.0,250.0,1430.0,525.0,512.0,81.0,2194.0,1510.0,204.0,728.0,17198.0
16/09/2004,09.00.00,36.0,1365.0,216.0,1341.0,543.0,549.0,96.0,2033.0,1518.0,216.0,677.0,17254.0
16/09/2004,10.00.00,25.0,1171.0,130.0,1083.0,390.0,695.0,96.0,1758.0,1276.0,229.0,591.0,16330.0
16/09/2004,11.00.00,13.0,982.0,68.0,850.0,217.0,888.0,79.0,1505.0,873.0,187.0,731.0,15608.0
16/09/2004,12.00.00,17.0,1021.0,100.0,979.0,248.0,798.0,95.0,1580.0,958.0,211.0,583.0,14444.0
16/09/2004,13.00.00,21.0,1044.0,117.0,1039.0,333.0,771.0,127.0,1609.0,1076.0,233.0,471.0,13281.0
16/09/2004,14.00.00,17.0,1005.0,98.0,972.0,279.0,834.0,102.0,1514.0,952.0,229.0,479.0,13208.0
16/09/2004,15.00.00,19.0,1021.0,102.0,985.0,339.0,816.0,107.0,1524.0,977.0,233.0,462.0,13010.0
16/09/2004,16.00.00,23.0,1064.0,120.0,1048.0,315.0,772.0,110.0,1574.0,1059.0,237.0,454.0,13150.0
16/09/2004,17.00.00,33.0,1167.0,177.0,1231.0,365.0,659.0,124.0,1745.0,1199.0,238.0,461.0,13373.0
16/09/2004,18.00.00,35.0,1167.0,188.0,1263.0,338.0,640.0,113.0,1790.0,1212.0,230.0,493.0,13689.0
16/09/2004,19.00.00,36.0,1164.0,176.0,1227.0,318.0,658.0,104.0,1800.0,1193.0,219.0,531.0,13787.0
16/09/2004,20.00.00,29.0,1092.0,138.0,1110.0,302.0,725.0,117.0,1641.0,1105.0,213.0,548.0,13742.0
16/09/2004,21.00.00,2.0,997.0,94.0,955.0,214.0,845.0,94.0,1528.0,926.0,212.0,552.0,13699.0
16/09/2004,22.00.00,19.0,966.0,96.0,964.0,263.6666666666667,858.0,99.0,1560.0,1231.0,214.0,548.0,13813.0
16/09/2004,23.00.00,15.0,969.0,85.0,922.0,313.3333333333333,906.0,104.0,1488.0,995.0,208.0,572.0,13925.0
17/09/2004,00.00.00,11.0,944.0,107.0,1005.0,363.0,874.0,109.0,1633.0,1094.0,213.0,558.0,13974.0
17/09/2004,01.00.00,8.0,834.0,61.0,817.0,178.0,1022.0,72.0,1408.0,774.0,214.0,521.0,13125.0
17/09/2004,02.00.00,5.0,796.0,32.0,667.0,55.0,1162.0,40.0,1295.0,558.0,206.0,566.0,13583.0
17/09/2004,03.00.00,4.0,777.0,20.0,585.0,43.5,1305.0,31.5,1266.0,510.0,200.0,591.0,13694.0
17/09/2004,04.00.00,3.0,752.0,12.0,521.0,32.0,1451.0,23.0,1247.0,471.0,197.0,619.0,14017.0
17/09/2004,05.00.00,3.0,755.0,13.0,528.0,35.0,1472.0,24.0,1234.0,471.0,196.0,591.0,13346.0
17/09/2004,06.00.00,5.0,800.0,22.0,598.0,84.0,1336.0,41.0,1278.0,529.0,198.0,567.0,12941.0
17/09/2004,07.00.00,24.0,1147.0,146.0,1136.0,456.0,737.0,99.0,1708.0,1114.0,202.0,556.0,13043.0
17/09/2004,08.00.00,22.0,1036.0,97.0,965.0,342.0,854.0,91.0,1544.0,987.0,197.0,578.0,13112.0
17/09/2004,09.00.00,14.0,926.0,67.0,845.0,239.0,979.0,81.0,1398.0,851.0,202.0,531.0,12442.0
17/09/2004,10.00.00,16.0,961.0,76.0,881.0,337.0,932.0,95.0,1417.0,901.0,220.0,470.0,12259.0
17/09/2004,11.00.00,16.0,951.0,86.0,926.0,351.0,902.0,113.0,1460.0,949.0,235.0,416.0,11884.0
17/09/2004,12.00.00,16.0,962.0,90.0,940.0,209.0,889.0,89.0,1441.0,855.0,228.0,418.0,11417.0
17/09/2004,13.00.00,21.0,1004.0,107.0,1004.0,257.0,832.0,88.0,1490.0,911.0,234.0,404.0,11500.0
17/09/2004,14.00.00,11.0,893.0,63.0,828.0,169.0,988.0,81.0,1357.0,672.0,232.0,428.0,12017.0
17/09/2004,15.00.00,16.0,990.0,94.0,956.0,216.0,872.0,82.0,1476.0,826.0,236.0,432.0,12433.0
17/09/2004,16.00.00,24.0,1071.0,125.0,1068.0,303.0,798.0,115.0,1556.0,988.0,239.0,408.0,11937.0
17/09/2004,17.00.00,29.0,1140.0,152.0,1155.0,320.0,733.0,112.0,1660.0,1105.0,236.0,428.0,12300.0
17/09/2004,18.00.00,27.0,1103.0,148.0,1143.0,310.0,741.0,116.0,1647.0,1089.0,232.0,433.0,12161.0
17/09/2004,19.00.00,31.0,1082.0,159.0,1178.0,341.0,733.0,129.0,1605.0,1077.0,228.0,425.0,11608.0
17/09/2004,20.00.00,22.0,991.0,100.0,977.0,272.0,872.0,110.0,1448.0,923.0,223.0,422.0,11209.0
17/09/2004,21.00.00,15.0,935.0,69.0,852.0,229.0,978.0,105.0,1344.0,824.0,221.0,430.0,11271.0
17/09/2004,22.00.00,12.0,908.0,55.0,790.0,168.0,1046.0,90.0,1317.0,717.0,222.0,427.0,11237.0
17/09/2004,23.00.00,13.0,927.0,63.0,826.0,173.0,1021.0,94.0,1331.0,734.0,221.0,428.0,11265.0
18/09/2004,00.00.00,14.0,936.0,67.0,844.0,186.0,978.0,96.0,1365.0,776.0,221.0,435.0,11443.0
18/09/2004,01.00.00,9.0,847.0,37.0,694.0,112.0,1153.0,70.0,1240.0,594.0,215.0,456.0,11528.0
18/09/2004,02.00.00,7.0,812.0,32.0,664.0,79.0,1212.0,57.0,1215.0,518.0,211.0,445.0,10980.0
18/09/2004,03.00.00,6.0,804.0,24.0,616.0,70.5,1271.0,51.0,1189.0,496.0,204.0,471.0,11178.0
18/09/2004,04.00.00,5.5,793.0,27.0,636.0,62.0,1213.0,45.0,1195.0,514.0,206.0,459.0,10993.0
18/09/2004,05.00.00,5.0,775.0,23.0,609.0,58.0,1319.0,42.0,1190.0,468.0,202.0,467.0,10899.0
18/09/2004,06.00.00,8.0,835.0,36.0,690.0,122.0,1183.0,71.0,1257.0,621.0,201.0,478.0,11144.0
18/09/2004,07.00.00,12.0,913.0,64.0,830.0,173.0,980.0,82.0,1371.0,757.0,200.0,507.0,11724.0
18/09/2004,08.00.00,11.0,903.0,50.0,765.0,176.0,1035.0,81.0,1317.0,712.0,207.0,497.0,11970.0
18/09/2004,09.00.00,16.0,982.0,79.0,895.0,233.0,892.0,89.0,1413.0,859.0,243.0,395.0,11842.0
18/09/2004,10.00.00,14.0,925.0,66.0,838.0,210.0,949.0,83.0,1324.0,728.0,254.0,348.0,11119.0
18/09/2004,11.00.00,12.0,895.0,52.0,776.0,178.0,1024.0,82.0,1274.0,640.0,266.0,307.0,10501.0
18/09/2004,12.00.00,14.0,930.0,66.0,838.0,189.0,957.0,78.0,1319.0,680.0,277.0,281.0,10272.0
18/09/2004,13.00.00,16.0,953.0,76.0,881.0,210.0,926.0,79.0,1339.0,704.0,276.0,287.0,10406.0
18/09/2004,14.00.00,11.0,885.0,50.0,765.0,162.0,1017.0,78.0,1268.0,619.0,276.0,292.0,10594.0
18/09/2004,15.00.00,11.0,903.0,53.0,779.0,137.0,1010.0,73.0,1278.0,583.0,281.0,286.0,10715.0
18/09/2004,16.00.00,13.0,927.0,53.0,781.0,165.0,994.0,73.0,1267.0,594.0,291.0,268.0,10648.0
18/09/2004,17.00.00,15.0,979.0,65.0,835.0,204.0,936.0,100.0,1338.0,700.0,284.0,283.0,10798.0
18/09/2004,18.00.00,2.0,1050.0,92.0,947.0,266.0,832.0,122.0,1447.0,912.0,266.0,321.0,11020.0
18/09/2004,19.00.00,24.0,1091.0,116.0,1037.0,299.0,770.0,132.0,1512.0,1038.0,253.0,353.0,11262.0
18/09/2004,20.00.00,2.0,1040.0,92.0,946.0,234.0,827.0,116.0,1424.0,952.0,247.0,371.0,11397.0
18/09/2004,21.00.00,15.0,997.0,75.0,879.0,181.0,885.0,109.0,1404.0,887.0,235.0,406.0,11588.0
18/09/2004,22.00.00,17.0,1042.0,90.0,938.0,210.0,816.0,109.0,1456.0,1004.0,228.0,434.0,11915.0
18/09/2004,23.00.00,25.0,1191.0,121.0,1055.0,304.0,707.0,116.0,1563.0,1221.0,222.0,479.0,12626.0
19/09/2004,00.00.00,22.0,1149.0,105.0,996.0,255.0,754.0,104.0,1534.0,1177.0,213.0,505.0,12652.0
19/09/2004,01.00.00,14.0,973.0,71.0,862.0,149.0,850.0,81.0,1436.0,957.0,206.0,532.0,12742.0
19/09/2004,02.00.00,12.0,940.0,62.0,823.0,112.0,891.0,64.0,1415.0,853.0,196.0,566.0,12797.0
19/09/2004,03.00.00,12.0,949.0,78.0,890.0,101.0,854.0,59.0,1484.0,884.0,188.0,598.0,12847.0
19/09/2004,04.00.00,9.0,830.0,38.0,699.0,90.0,1012.0,54.0,1339.0,736.0,188.0,595.0,12758.0
19/09/2004,05.00.00,5.0,773.0,23.0,609.0,46.0,1169.0,35.0,1256.0,590.0,193.0,570.0,12603.0
19/09/2004,06.00.00,6.0,811.0,29.0,644.0,76.0,1144.0,44.0,1289.0,655.0,182.0,608.0,12567.0
19/09/2004,07.00.00,1.0,901.0,48.0,754.0,139.0,936.0,62.0,1351.0,854.0,168.0,668.0,12721.0
19/09/2004,08.00.00,13.0,969.0,77.0,886.0,179.0,863.0,68.0,1451.0,953.0,186.0,600.0,12757.0
19/09/2004,09.00.00,17.0,1027.0,88.0,933.0,224.0,806.0,85.0,1465.0,1050.0,222.0,480.0,12678.0
19/09/2004,10.00.00,22.0,1094.0,106.0,1002.0,272.0,755.0,110.0,1536.0,1114.0,265.0,357.0,12149.0
19/09/2004,11.00.00,21.0,1083.0,102.0,984.0,251.0,784.0,115.0,1485.0,1049.0,300.0,285.0,11883.0
19/09/2004,12.00.00,22.0,1098.0,110.0,1015.0,250.0,754.0,129.0,1508.0,996.0,322.0,247.0,11696.0
19/09/2004,13.00.00,2.0,1059.0,119.0,1047.0,178.0,761.0,106.0,1549.0,841.0,296.0,286.0,11628.0
19/09/2004,14.00.00,2.0,1021.0,108.0,1009.0,137.0,771.0,87.0,1545.0,769.0,298.0,285.0,11809.0
19/09/2004,15.00.00,12.0,925.0,51.0,768.0,119.0,987.0,70.0,1289.0,541.0,311.0,261.0,11630.0
19/09/2004,16.00.00,18.0,1045.0,83.0,910.0,193.0,878.0,106.0,1385.0,742.0,346.0,224.0,12120.0
19/09/2004,17.00.00,43.0,1303.0,207.0,1317.0,329.0,631.0,151.0,1816.0,1196.0,332.0,254.0,12722.0
19/09/2004,18.00.00,38.0,1254.0,168.0,1204.0,413.0,668.0,179.0,1655.0,1338.0,300.0,314.0,13074.0
19/09/2004,19.00.00,44.0,1345.0,204.0,1306.0,489.0,587.0,188.0,1806.0,1416.0,275.0,381.0,13756.0
19/09/2004,20.00.00,38.0,1273.0,153.0,1159.0,470.0,645.0,187.0,1704.0,1341.0,262.0,425.0,14230.0
19/09/2004,21.00.00,19.0,1096.0,88.0,931.0,228.0,766.0,121.0,1506.0,1019.0,247.0,464.0,14206.0
19/09/2004,22.00.00,17.0,1077.0,85.0,920.0,169.0,778.0,99.0,1509.0,935.0,236.0,500.0,14383.0
19/09/2004,23.00.00,18.0,1084.0,87.0,929.0,189.0,751.0,100.0,1517.0,1081.0,227.0,536.0,14632.0
20/09/2004,00.00.00,11.0,980.0,57.0,800.0,100.0,863.0,79.0,1407.0,903.0,227.0,538.0,14666.0
20/09/2004,01.00.00,8.0,882.0,40.0,713.0,71.0,978.0,57.0,1343.0,731.0,228.0,530.0,14577.0
20/09/2004,02.00.00,7.0,851.0,30.0,655.0,52.0,1051.0,43.0,1301.0,625.0,214.0,576.0,14469.0
20/09/2004,03.00.00,6.0,819.0,22.0,597.0,54.5,1112.0,46.5,1281.0,613.0,199.0,623.0,14363.0
20/09/2004,04.00.00,5.0,804.0,22.0,601.0,57.0,1122.0,50.0,1281.0,646.0,195.0,635.0,14269.0
20/09/2004,05.00.00,5.0,823.0,27.0,631.0,69.0,1090.0,47.0,1304.0,671.0,202.0,608.0,14243.0
20/09/2004,06.00.00,9.0,903.0,47.0,748.0,126.0,937.0,60.0,1373.0,801.0,194.0,635.0,14139.0
20/09/2004,07.00.00,35.0,1310.0,217.0,1344.0,376.0,573.0,91.0,2026.0,1353.0,187.0,656.0,14039.0
20/09/2004,08.00.00,46.0,1436.0,322.0,1601.0,556.5,455.0,125.0,2338.0,1682.0,201.0,606.0,14062.0
20/09/2004,09.00.00,57.0,1479.0,275.0,1490.0,737.0,494.0,159.0,2146.0,1749.0,235.0,497.0,14156.0
20/09/2004,10.00.00,35.0,1285.0,181.0,1243.0,481.0,599.0,173.0,1815.0,1582.0,264.0,419.0,14237.0
20/09/2004,11.00.00,37.0,1262.0,186.0,1258.0,425.0,597.0,174.0,1835.0,1484.0,299.0,340.0,14096.0
20/09/2004,12.00.00,31.0,1225.0,176.0,1227.0,330.0,643.0,165.0,1774.0,1321.0,315.0,308.0,14017.0
20/09/2004,13.00.00,3.0,1162.0,163.0,1188.0,303.0,676.0,136.0,1681.0,1125.0,302.0,302.0,12744.0
20/09/2004,14.00.00,26.0,1103.0,118.0,1044.0,283.0,757.0,125.0,1523.0,967.0,305.0,293.0,12612.0
20/09/2004,15.00.00,24.0,1120.0,119.0,1045.0,264.0,752.0,122.0,1563.0,975.0,318.0,274.0,12673.0
20/09/2004,16.00.00,26.0,1169.0,155.0,1163.0,280.0,708.0,124.0,1639.0,1025.0,343.0,232.0,12326.0
20/09/2004,17.00.00,5.0,1386.0,288.0,1522.0,505.0,560.0,184.0,1990.0,1469.0,341.0,230.0,12081.0
20/09/2004,18.00.00,56.0,1426.0,311.0,1577.0,566.0,521.0,200.0,2080.0,1648.0,305.0,292.0,12585.0
20/09/2004,19.00.00,65.0,1476.0,349.0,1663.0,681.0,473.0,225.0,2167.0,1785.0,281.0,324.0,12173.0
20/09/2004,20.00.00,41.0,1167.0,195.0,1282.0,448.0,633.0,168.0,1685.0,1371.0,265.0,317.0,10787.0
20/09/2004,21.00.00,21.0,1032.0,117.0,1039.0,231.0,761.0,118.0,1455.0,1071.0,248.0,337.0,10377.0
20/09/2004,22.00.00,2.0,1034.0,99.0,972.0,230.0,747.0,115.0,1437.0,1118.0,239.0,381.0,11123.0
20/09/2004,23.00.00,14.0,986.0,77.0,885.0,146.0,835.0,94.0,1407.0,931.0,230.0,430.0,11897.0
21/09/2004,00.00.00,8.0,908.0,44.0,732.0,77.0,966.0,62.0,1311.0,722.0,235.0,447.0,12755.0
21/09/2004,01.00.00,8.0,891.0,41.0,714.0,82.0,957.0,68.0,1295.0,773.0,223.0,477.0,12643.0
21/09/2004,02.00.00,6.0,843.0,31.0,656.0,55.0,1042.0,50.0,1271.0,665.0,221.0,498.0,13094.0
21/09/2004,03.00.00,5.0,822.0,24.0,612.0,48.5,1094.0,43.0,1254.0,594.0,218.0,514.0,13272.0
21/09/2004,04.00.00,4.0,814.0,21.0,589.0,42.0,1119.0,36.0,1246.0,565.0,208.0,559.0,13581.0
21/09/2004,05.00.00,6.0,869.0,33.0,673.0,102.0,1033.0,53.0,1307.0,688.0,188.0,630.0,13582.0
21/09/2004,06.00.00,14.0,1013.0,81.0,905.0,231.0,804.0,79.0,1499.0,974.0,183.0,655.0,13686.0
21/09/2004,07.00.00,56.0,1515.0,314.0,1584.0,699.0,496.0,133.0,2288.0,1591.0,182.0,661.0,13679.0
21/09/2004,08.00.00,73.0,1587.0,412.0,1795.0,738.0,425.0,148.0,2531.0,1820.0,196.0,607.0,13713.0
21/09/2004,09.00.00,53.0,1490.0,273.0,1487.0,665.0,508.0,161.0,2115.0,1807.0,226.0,514.0,13920.0
21/09/2004,10.00.00,44.0,1435.0,242.0,1408.0,598.0,537.0,191.0,1991.0,1704.0,258.0,442.0,14512.0
21/09/2004,11.00.00,31.0,1246.0,170.0,1209.0,340.0,632.0,158.0,1792.0,1270.0,285.0,390.0,14928.0
21/09/2004,12.00.00,33.0,1266.0,177.0,1231.0,374.0,615.0,157.0,1768.0,1265.0,301.0,351.0,14782.0
21/09/2004,13.00.00,38.0,1277.0,193.0,1277.0,401.0,586.0,188.0,1846.0,1226.0,294.0,364.0,14718.0
21/09/2004,14.00.00,23.0,1142.0,127.0,1073.0,275.0,671.0,143.0,1635.0,987.0,292.0,379.0,15116.0
21/09/2004,15.00.00,26.0,1207.0,146.0,1136.0,278.0,645.0,152.0,1696.0,1024.0,305.0,349.0,15015.0
21/09/2004,16.00.00,32.0,1252.0,178.0,1233.0,342.0,618.0,168.0,1759.0,1127.0,315.0,314.0,14310.0
21/09/2004,17.00.00,5.0,1399.0,266.0,1468.0,479.0,531.0,205.0,2072.0,1442.0,312.0,314.0,13987.0
21/09/2004,18.00.00,56.0,1464.0,303.0,1559.0,553.0,485.0,204.0,2158.0,1639.0,285.0,372.0,14282.0
21/09/2004,19.00.00,54.0,1422.0,287.0,1520.0,531.0,494.0,210.0,2087.0,1624.0,267.0,423.0,14618.0
21/09/2004,20.00.00,44.0,1308.0,200.0,1297.0,428.0,567.0,173.0,1899.0,1454.0,248.0,490.0,15092.0
21/09/2004,21.00.00,24.0,1137.0,119.0,1047.0,229.0,680.0,123.0,1620.0,1138.0,236.0,536.0,15374.0
21/09/2004,22.00.00,15.0,1040.0,81.0,903.0,145.0,782.0,92.0,1494.0,951.0,230.0,558.0,15480.0
21/09/2004,23.00.00,13.0,1018.0,77.0,885.0,112.0,809.0,77.0,1491.0,864.0,221.0,584.0,15393.0
22/09/2004,00.00.00,11.0,962.0,59.0,808.0,99.0,866.0,74.0,1430.0,868.0,226.0,563.0,15233.0
22/09/2004,01.00.00,1.0,930.0,51.0,768.0,98.0,916.0,74.0,1409.0,825.0,210.0,613.0,15031.0
22/09/2004,02.00.00,6.0,812.0,24.0,613.0,54.0,1133.0,47.0,1302.0,626.0,230.0,540.0,15010.0
22/09/2004,03.00.00,5.0,826.0,24.0,612.0,56.5,1111.0,45.5,1304.0,605.0,198.0,653.0,14894.0
22/09/2004,04.00.00,6.0,878.0,38.0,702.0,59.0,949.0,44.0,1373.0,822.0,183.0,708.0,14794.0
22/09/2004,05.00.00,8.0,922.0,50.0,764.0,162.0,892.0,69.0,1415.0,905.0,181.0,725.0,14876.0
22/09/2004,06.00.00,15.0,1047.0,97.0,965.0,268.0,737.0,79.0,1606.0,1075.0,183.0,710.0,14807.0
22/09/2004,07.00.00,41.0,1376.0,259.0,1452.0,531.0,521.0,108.0,2123.0,1541.0,185.0,689.0,14565.0
22/09/2004,08.00.00,55.0,1514.0,343.0,1648.0,517.0,457.0,119.0,2400.0,1749.0,201.0,627.0,14610.0
22/09/2004,09.00.00,55.0,1494.0,290.0,1528.0,701.0,479.0,165.0,2201.0,1798.0,235.0,520.0,14833.0
22/09/2004,10.00.00,37.0,1316.0,200.0,1298.0,510.0,562.0,172.0,1888.0,1584.0,268.0,427.0,14864.0
22/09/2004,11.00.00,33.0,1269.0,183.0,1247.0,415.0,597.0,180.0,1813.0,1441.0,291.0,367.0,14543.0
22/09/2004,12.00.00,25.0,1152.0,134.0,1099.0,243.0,674.0,130.0,1631.0,1093.0,308.0,320.0,14014.0
22/09/2004,13.00.00,26.0,1138.0,140.0,1117.0,267.0,657.0,120.0,1646.0,1019.0,279.0,370.0,13720.0
22/09/2004,14.00.00,22.0,1132.0,121.0,1052.0,233.0,680.0,117.0,1609.0,944.0,285.0,373.0,14291.0
22/09/2004,15.00.00,26.0,1186.0,153.0,1159.0,295.0,640.0,141.0,1701.0,1046.0,302.0,329.0,13865.0
22/09/2004,16.00.00,29.0,1228.0,161.0,1184.0,309.0,657.0,151.0,1724.0,1089.0,329.0,277.0,13622.0
22/09/2004,17.00.00,5.0,1424.0,273.0,1486.0,506.0,523.0,218.0,2084.0,1537.0,322.0,288.0,13624.0
22/09/2004,18.00.00,51.0,1427.0,262.0,1458.0,479.0,507.0,213.0,2049.0,1566.0,288.0,390.0,15203.0
22/09/2004,19.00.00,52.0,1387.0,267.0,1473.0,460.0,508.0,194.0,2065.0,1510.0,267.0,433.0,14881.0
22/09/2004,20.00.00,38.0,1284.0,183.0,1249.0,363.0,582.0,167.0,1842.0,1300.0,246.0,540.0,16461.0
22/09/2004,21.00.00,22.0,1110.0,119.0,1045.0,213.0,688.0,115.0,1638.0,1058.0,234.0,599.0,16992.0
22/09/2004,22.00.00,21.0,1110.0,115.0,1032.0,183.0,702.0,98.0,1650.0,1002.0,225.0,626.0,16883.0
